id,const,created,modified,description,title,url,title_type,imdb_rating,runtime,year,genres,num_votes,release_date,directors,image
364,tt1648190,11/12/2017,11/12/2017,A boy haunted by visions of a dark tower from a parallel reality teams up with the tower&apos;s disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates o...,The Dark Tower,https://www.imdb.com/title/tt1648190/,movie,5.6,95,2017,"Action, Adventure, Fantasy, Sci-Fi, Western",141081,7/31/2017,Nikolaj Arcel,https://m.media-amazon.com/images/M/MV5BMTU3MjUwMzQ3MF5BMl5BanBnXkFtZTgwMjcwNjkxMjI@._V1_.jpg
365,tt0085183,11/26/2017,11/26/2017,"The son of Torren learns of his heritage, goes to avenge the deaths of his fellow villagers, and rescue his sister from the evil Dakkar and his spider cult.",Ator l'invincibile,https://www.imdb.com/title/tt0085183/,movie,3.2,98,1982,"Action, Adventure, Fantasy",2747,10/7/1982,Joe D'Amato,https://m.media-amazon.com/images/M/MV5BMjRhNDgzMzYtMjE5My00ZTA0LTlhZGQtZTdkMzVlNDM5YjgwXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_.jpg
366,tt0318081,11/27/2017,11/27/2017,"A single mistake in the past, by a time travel company in the future, has devastating and unforeseen consequences.",A Sound of Thunder,https://www.imdb.com/title/tt0318081/,movie,4.2,110,2005,"Action, Adventure, Horror, Sci-Fi, Thriller",20040,8/26/2005,Peter Hyams,https://m.media-amazon.com/images/M/MV5BNjk1MDViNDEtNzEwYy00ZWZkLTgzZDUtNWUzMmFkNjkyYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
367,tt4982166,11/28/2017,11/28/2017,"In this horror-comedy, at a New Year&apos;s Eve party, Nico, a naive twenty year old, sets out ready to lose his virginity at all costs that same night. In the middle of the party, his gaze crosses Medea, a cunning and attractive matur...",La noche del virgen,https://www.imdb.com/title/tt4982166/,movie,5.2,116,2016,"Comedy, Fantasy, Horror, Mystery, Thriller",569,10/16/2016,Roberto San Sebastián,https://m.media-amazon.com/images/M/MV5BZmNlYzgxY2MtYTVjMS00NTZkLTk0NDctZTZhMDBmMDFlODA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTYzNDYzNjc@._V1_.jpg
368,tt0061189,12/12/2017,12/12/2017,"The &quot;Angels&quot;, a San Pedro motorcycle gang, parties in the Coachella Valley&apos;s Palm Springs Indian Canyons, California, and wreaks havoc with the local police.",The Wild Angels,https://www.imdb.com/title/tt0061189/,movie,5.6,93,1966,"Action, Drama, Thriller",3152,7/20/1966,Roger Corman,https://m.media-amazon.com/images/M/MV5BYzM0MTU3NWItMWE1YS00NWRhLWFhMjctMWY4ZDRhYjFlYTU1XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg
369,tt7204400,12/17/2017,12/17/2017,The effect of dark matter colliding with the earth is the opening of this film.,Geo-Disaster,https://www.imdb.com/title/tt7204400/,video,2.8,87,2017,"Action, Adventure, Drama, Sci-Fi, Thriller",1062,10/3/2017,Thunder Levin,https://m.media-amazon.com/images/M/MV5BMmU4ZDk1YTgtNWJmNy00NDNlLWIzN2ItYWUwZTY0MzYzYzYzXkEyXkFqcGdeQXVyNzMyNzE5OA@@._V1_.jpg
370,tt1139592,12/17/2017,12/17/2017,Sheriff Dan Tashtego and a team of creeper hunters enlist the help of officer Davis Tubbs to help stop the monster&apos;s eating spree.,Jeepers Creepers 3,https://www.imdb.com/title/tt1139592/,movie,3.9,100,2017,Horror,22624,9/26/2017,Victor Salva,https://m.media-amazon.com/images/M/MV5BMTY2NzQwNjY4M15BMl5BanBnXkFtZTgwOTM2MzkzMzI@._V1_.jpg
371,tt5607782,12/23/2017,12/23/2017,"After the tragic deaths of her husband and daughter, Sarah Doyle moves back to her childhood home with her estranged brother, Richard. It&apos;s not long before Sarah begins to experience supernatural phenomena of a violent and hostile...",The Covenant,https://www.imdb.com/title/tt5607782/,movie,3.6,87,2017,"Horror, Mystery",1673,2/7/2017,Robert Conway,https://m.media-amazon.com/images/M/MV5BMTU2NTU1NTc5M15BMl5BanBnXkFtZTgwOTMyNDAwMTI@._V1_.jpg
372,tt5120400,12/23/2017,12/23/2017,A mother must protect her family on Christmas Day from a demented stranger who is hell-bent on tearing them apart.,Red Christmas,https://www.imdb.com/title/tt5120400/,movie,4.4,82,2016,"Horror, Thriller",2247,6/17/2016,Craig Anderson,https://m.media-amazon.com/images/M/MV5BMjVmOTJkM2EtZTdlYi00YjE2LTlhZjMtOTBhODJkZGRiNDhmXkEyXkFqcGdeQXVyMTIxNTU2ODM@._V1_.jpg
373,tt0254872,12/26/2017,12/26/2017,"This time, the Djinn unleashes his undying love for a beautiful woman in his final attempt to unleash his brethren from Hell.",Wishmaster 4: The Prophecy Fulfilled,https://www.imdb.com/title/tt0254872/,video,4,90,2002,"Fantasy, Horror, Romance",3919,1/17/2002,Chris Angel,https://m.media-amazon.com/images/M/MV5BMmM3ZDQwZjItYWQyMi00YzY4LThlNGUtYzE0ZWFjZTUzMzAzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
374,tt1981128,1/5/2018,1/5/2018,"When the network of satellites designed to control the global climate starts to attack Earth, it&apos;s a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.",Geostorm,https://www.imdb.com/title/tt1981128/,movie,5.3,109,2017,"Action, Sci-Fi, Thriller",111324,10/12/2017,Dean Devlin,https://m.media-amazon.com/images/M/MV5BMTA0OTQwMTIxNzheQTJeQWpwZ15BbWU4MDQ1MzI3OTMy._V1_.jpg
375,tt4213806,1/6/2018,1/6/2018,A former con man must be back to his old habits to save his older brother and niece from his ex boss and mentor.,Toro,https://www.imdb.com/title/tt4213806/,movie,5.9,105,2016,"Action, Adventure, Crime, Drama, Thriller",3332,4/22/2016,Kike Maíllo,https://m.media-amazon.com/images/M/MV5BMGE3ZmZmNWEtNzhjOC00ZGU4LTgxZmEtYWE3MzQ2OGIyY2RmXkEyXkFqcGdeQXVyMjA0NjUzNDI@._V1_.jpg
376,tt0239432,1/10/2018,1/10/2018,"Andres did his time in jail following a false accusation. He doesn&apos;t care about revenge, however the unwritten Romani law bounds him to strike back.",Gitano,https://www.imdb.com/title/tt0239432/,movie,3.5,106,2000,"Drama, Thriller",303,9/1/2000,Manuel Palacios,https://m.media-amazon.com/images/M/MV5BMjE5NTAzOTIyM15BMl5BanBnXkFtZTcwMDUwMDM1MQ@@._V1_.jpg
377,tt0079540,1/10/2018,1/10/2018,Wacky hijinks of counselors and campers at a less-than-average summer camp.,Meatballs,https://www.imdb.com/title/tt0079540/,movie,6.2,94,1979,Comedy,22670,6/28/1979,Ivan Reitman,https://m.media-amazon.com/images/M/MV5BYTcwNWU5ZjItNDgxMy00NWI4LTg4ZTktZDQwNWMxNzkyZjViXkEyXkFqcGdeQXVyMDAyMTY3Nw@@._V1_.jpg
378,tt1500491,1/10/2018,1/10/2018,"Explores the origins of the first &quot;Frankenstein&quot; car driver, Carl &quot;Luke&quot; Lucas, who died in a race at the beginning of the first film.",Death Race 2,https://www.imdb.com/title/tt1500491/,video,5.6,100,2010,"Action, Crime, Sci-Fi, Thriller",33617,12/27/2010,Roel Reiné,https://m.media-amazon.com/images/M/MV5BMTk0OTUxNTYxNF5BMl5BanBnXkFtZTcwMzA1MDIyNQ@@._V1_.jpg
379,tt0084424,1/10/2018,1/10/2018,Two mercenaries help wandering caravans fight off an evil and aimless band of white-clad bikers after the nuclear holocaust.,I nuovi barbari,https://www.imdb.com/title/tt0084424/,movie,4.6,91,1983,"Action, Sci-Fi, Thriller",2871,4/10/1983,Enzo G. Castellari,https://m.media-amazon.com/images/M/MV5BMDM2ZDEzNTAtMWJkNC00YTQ4LTkzZDEtMGNmYWZkNGFjMjUwXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_.jpg
380,tt0099401,1/11/2018,1/11/2018,"With the need to investigate the mysterious death of his grandparents, Cory and his friends assemble back to the old farm where it all began, sixty years earlier.",Demon Wind,https://www.imdb.com/title/tt0099401/,movie,4.9,96,1990,Horror,2946,7/5/1990,Charles Philip Moore,https://m.media-amazon.com/images/M/MV5BYTdlM2IxMjEtZWE0NS00MzY2LTk4Y2YtZjU0ZGNmZGYxNGMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
381,tt0095299,1/11/2018,1/11/2018,A group of teenagers spend the night in a furniture store for a graduation party. A psycho killer starts hunting them down one by one.,Hide and Go Shriek,https://www.imdb.com/title/tt0095299/,movie,5.2,90,1988,"Horror, Thriller",1831,11/1/1988,Skip Schoolnik,https://m.media-amazon.com/images/M/MV5BNTE1NDQ1OGMtZjY0Yy00NDIxLWJkYWQtMThlNDE2NWJkN2VkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
382,tt0228183,1/11/2018,1/11/2018,"The spirits of dead Indians are haunting a couple&apos;s house, and they call in an exorcist, whose trademark is a black whip, to get rid of them.",The Dark Power,https://www.imdb.com/title/tt0228183/,movie,3.3,87,1985,Horror,682,2/26/1988,Phil Smoot,https://m.media-amazon.com/images/M/MV5BMTg0MDk1NzU0M15BMl5BanBnXkFtZTcwNjgwOTQyMQ@@._V1_.jpg
383,tt0082744,1/11/2018,1/11/2018,"A young woman fleeing her sexually abusive stepfather hitches a ride with two young men, but the three soon find themselves at the mercy of a backwoods Satanic cult.",Midnight,https://www.imdb.com/title/tt0082744/,movie,4.9,94,1982,"Horror, Thriller",1147,5/28/1982,John A. Russo,https://m.media-amazon.com/images/M/MV5BMWY5N2Q4MzItMTA0Yi00NjcyLTk5ODktMDE5OTk5ZmVkYjBkXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg
384,tt0080527,1/11/2018,1/11/2018,A nuclear-plant leak turns a bus-load of children into murderous atomic zombies with black fingernails.,The Children,https://www.imdb.com/title/tt0080527/,movie,5.4,93,1980,"Horror, Sci-Fi",2417,6/13/1980,Max Kalmanowicz,https://m.media-amazon.com/images/M/MV5BYTM1NTdiOTQtZDgzYy00ZTgyLTg0MDMtMjgzZjI3YWIyNThmXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
385,tt0071318,1/13/2018,1/13/2018,"A group of diverse individuals are suddenly taken from their homes and flown via helicopter to a futuristic bomb shelter in the desert, one-third of a mile below the surface of the Earth. There, they learn that a nuclear holocaust...",Chosen Survivors,https://www.imdb.com/title/tt0071318/,movie,5.4,99,1974,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller",907,5/22/1974,Sutton Roley,https://m.media-amazon.com/images/M/MV5BMDNjMjc0ZjMtZjVjZS00YjQ5LWJlZDMtNzM3MDkzMjhkNzkwXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg
386,tt0065168,1/13/2018,1/13/2018,"A young man falls in love with a beautiful woman being chased by sinister masked figures at night. He tries to track her down, and learns she&apos;s being held captive by his father and colleagues who believe she&apos;s a vampire.",La vampire nue,https://www.imdb.com/title/tt0065168/,movie,5.4,90,1970,Horror,1611,5/20/1970,Jean Rollin,https://m.media-amazon.com/images/M/MV5BYWY5ZTIyOTItZWRlNi00ZmJhLWFhMzEtODFhY2JmOTY4NWViXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
387,tt0368226,1/14/2018,1/14/2018,"Johnny is a successful bank executive who lives quietly in a San Francisco townhouse with his fiancee, Lisa. One day, setting aside any scruples, Lisa seduces Johnny&apos;s best friend, Mark. From there, nothing will be the same again.",The Room,https://www.imdb.com/title/tt0368226/,movie,3.6,99,2003,Drama,91051,6/27/2003,Tommy Wiseau,https://m.media-amazon.com/images/M/MV5BN2IwYzc4MjEtMzJlMS00MDJlLTkzNDAtN2E4NGNkZjg0MDgxXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
388,tt0093995,1/22/2018,1/22/2018,Killer slugs on the rampage in a rural community.,"Slugs, muerte viscosa",https://www.imdb.com/title/tt0093995/,movie,5.3,92,1988,Horror,5382,2/5/1988,Juan Piquer Simón,https://m.media-amazon.com/images/M/MV5BZTM1ZjZiMzUtN2NiMi00NzA0LWI3YmUtNzU1NDNlNGYxMzg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
389,tt0066848,1/22/2018,1/22/2018,"After her prostitute mother is murdered, a teenage girl is sent to a remote orphanage run by a mysterious woman and her handyman, both whom she comes to suspect are hiding dark secrets.",Blood and Lace,https://www.imdb.com/title/tt0066848/,movie,5.4,87,1971,Horror,1118,3/3/1971,Philip Gilbert,https://m.media-amazon.com/images/M/MV5BMmE4YWJmOWQtZDgzZi00Y2U4LTgzOTgtNGZkODJmM2U2ODY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
390,tt0379574,1/24/2018,1/24/2018,,La venganza de los punks,https://www.imdb.com/title/tt0379574/,movie,5.8,90,1991,Action,76,6/18/1991,Damián Acosta Esparza,https://m.media-amazon.com/images/M/MV5BNGZhNmUxMWMtYTA3Zi00NDNkLWE4ODgtNDFhMjUyNDM2OTAxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDE2NzU2NjA@._V1_.jpg
391,tt0234748,1/26/2018,1/26/2018,"A student moves into a run-down building in New York City. His bizarre neighbors make a concoction in their apartment they call wine, but when he takes some of it, he turns into a deformed, murderous monster.",Slime City,https://www.imdb.com/title/tt0234748/,movie,5.3,81,1988,Horror,1165,5/6/1988,Gregory Lamberson,https://m.media-amazon.com/images/M/MV5BMTYwNDAxMDk5M15BMl5BanBnXkFtZTcwNzA2NDAzMQ@@._V1_.jpg
392,tt0453533,1/30/2018,1/30/2018,A young pathology med student suspects that the spirit of a dead cadaver in the hospital morgue where she works is killing off all those who handle or desecrate the body.,Unrest,https://www.imdb.com/title/tt0453533/,movie,5,88,2006,"Horror, Thriller",8142,9/7/2006,Jason Todd Ipson,https://m.media-amazon.com/images/M/MV5BMTRiMGI3ZTUtNzc4Yi00ODc2LTk5YTYtMTVhNjFhYWNkYmRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
393,tt1650555,2/1/2018,2/1/2018,"After 15 years, Tomas, a not very successful writer, comes back to the village in Galicia where his family comes from, Arga, apparently to get an award. But he doesn&apos;t know the real reason why he is there, to end with an old curse...",Lobos de Arga,https://www.imdb.com/title/tt1650555/,movie,6,98,2011,"Comedy, Horror",2379,10/7/2011,Juan Martínez Moreno,https://m.media-amazon.com/images/M/MV5BOTQ0Nzk3ODg2NF5BMl5BanBnXkFtZTcwMTgwOTg3OQ@@._V1_.jpg
394,tt0086349,2/1/2018,2/1/2018,A gigantic serpent is captured on a remote island and shipped to an American college for experimentation. A British millionaire and an American scientist find themselves in hot pursuit of the beast when it escapes from captivity a...,Spasms,https://www.imdb.com/title/tt0086349/,movie,4.4,90,1983,"Horror, Sci-Fi",1185,10/28/1983,William Fruet,https://m.media-amazon.com/images/M/MV5BMzRlOTllZWUtMGZkMi00YmE2LTgzY2QtZmM2ZDQ3ZTMxNmQ0XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
395,tt0110978,2/2/2018,2/2/2018,"A group of teenagers get into a car crash in the Texas woods on prom night, and then wander into an old farmhouse that is home to Leatherface (Robert Jacks) and his insane family of cannibalistic psychopaths.",The Return of the Texas Chainsaw Massacre,https://www.imdb.com/title/tt0110978/,movie,3.3,87,1995,"Comedy, Horror, Thriller",24132,3/12/1995,Kim Henkel,https://m.media-amazon.com/images/M/MV5BYTE3MzM4NzQtZWZjMi00MmI5LWE0NGItNDZlNmJhMjQyMTQ1L2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg
396,tt0087336,2/2/2018,2/2/2018,"At a remote Ohio college, a killer dressed in the school&apos;s bear mascot suit stalks several young women participating in an all-night scavenger hunt.",Girls Nite Out,https://www.imdb.com/title/tt0087336/,movie,4.8,96,1982,"Horror, Mystery, Thriller",1701,12/3/1982,Robert Deubel,https://m.media-amazon.com/images/M/MV5BNjZmZjg2N2ItZGFkZC00N2MzLWEwYTQtZTY3M2VkNGQxZmFiXkEyXkFqcGdeQXVyMzU4ODM5Nw@@._V1_.jpg
397,tt0077470,2/2/2018,2/2/2018,"Communist soldiers accidentally unleash the part-vampire servant of Dracula, as well as Zoltan, his vampire dog, during excavations in Romania. Together, they set out for America to find the last living direct descendant of the gr...",Dracula's Dog,https://www.imdb.com/title/tt0077470/,movie,4.4,87,1977,Horror,1512,5/8/1977,Albert Band,https://m.media-amazon.com/images/M/MV5BMmVlYjQ5ZDEtYjlmNC00NWY1LWJiMWEtMmU2ZjI0MjY5OGQyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
398,tt0164143,2/2/2018,2/2/2018,A man discovers that he has psychotronic powers--the ability to will people to die. He begins exercising that power.,The Psychotronic Man,https://www.imdb.com/title/tt0164143/,movie,2.9,90,1979,"Horror, Sci-Fi",473,4/30/1979,Jack M. Sell,https://m.media-amazon.com/images/M/MV5BNDY5NDA1YzUtMzRlMi00MjEzLTk2NjQtOTc5NzgwMTM5NDEwXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
399,tt1702425,2/6/2018,2/6/2018,"Scheming to save their father&apos;s ranch, the Alvarez brothers find themselves in a war with Mexico&apos;s most feared drug lord.",Casa de mi Padre,https://www.imdb.com/title/tt1702425/,movie,5.5,85,2012,"Comedy, Western",21264,3/13/2012,Matt Piedmont,https://m.media-amazon.com/images/M/MV5BODE1MDYzNjA0NF5BMl5BanBnXkFtZTcwNjY2MTgyNw@@._V1_.jpg
400,tt0091276,2/11/2018,2/11/2018,A boy tries to stop aliens who have taken over his town and are attempting to brainwash its inhabitants.,Invaders from Mars,https://www.imdb.com/title/tt0091276/,movie,5.5,100,1986,"Horror, Sci-Fi",9688,6/6/1986,Tobe Hooper,https://m.media-amazon.com/images/M/MV5BNmY4OWI2MTItMGU4Yy00MWIxLTlhNDgtMWFjNjJlZmU3NDE5XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_.jpg
401,tt1470023,2/11/2018,2/11/2018,"Former special operative MacGruber is called back into action to take down his arch-enemy, Dieter Von Cunth, who&apos;s in possession of a nuclear warhead and bent on destroying Washington, D.C.",MacGruber,https://www.imdb.com/title/tt1470023/,movie,5.6,90,2010,"Action, Comedy",46173,3/15/2010,Jorma Taccone,https://m.media-amazon.com/images/M/MV5BMjE4MDY1ODY5Nl5BMl5BanBnXkFtZTcwNjgzMTEzMw@@._V1_.jpg
402,tt5534434,2/16/2018,2/16/2018,"Ten years after the events of the original movie, Victor Crowley is mistakenly resurrected and proceeds to kill once more.",Victor Crowley,https://www.imdb.com/title/tt5534434/,movie,5.5,83,2017,"Action, Comedy, Horror, Thriller",6355,8/22/2017,Adam Green,https://m.media-amazon.com/images/M/MV5BMjk2OTI2OTYxN15BMl5BanBnXkFtZTgwMzQwMTQ1NDM@._V1_.jpg
403,tt0065610,2/16/2018,2/16/2018,Professional beach bum and &apos;knight errant&apos; Travis McGee goes up against psychotic body-builder Terry Bartell. McGee pulls out all the stops when he joins a Caribbean cruise to bring the killer to justice.,Darker Than Amber,https://www.imdb.com/title/tt0065610/,movie,6.2,96,1970,"Action, Drama, Mystery, Thriller",568,8/12/1970,Robert Clouse,https://m.media-amazon.com/images/M/MV5BNmFiYWU4ZDAtZmVkNS00MWYzLTg0MjItMGM0MDYyMWM5MGVmXkEyXkFqcGdeQXVyNTA2NDc4OA@@._V1_.jpg
404,tt0488962,2/16/2018,2/16/2018,"After being attacked by a werewolf, a teenager believing it may have been his stepfather attempts to expose him.",Big Bad Wolf,https://www.imdb.com/title/tt0488962/,movie,5.2,95,2006,"Action, Comedy, Fantasy, Horror, Thriller",2706,10/25/2006,Lance W. Dreesen,https://m.media-amazon.com/images/M/MV5BMTQ2MjkxODIzNl5BMl5BanBnXkFtZTcwNjA3NDU0MQ@@._V1_.jpg
405,tt0073604,2/16/2018,2/16/2018,"When Kelly Morgan was 11 years old he had a terrifying encounter with Rana, a strange half man/half frog monster living in a lake. The creature killed his father and many other people before Kelly destroyed it. Now as a young man ...",Rana: The Legend of Shadow Lake,https://www.imdb.com/title/tt0073604/,movie,3.1,96,1980,"Adventure, Horror, Sci-Fi",561,10/10/1980,Bill Rebane,https://m.media-amazon.com/images/M/MV5BYzg0NmFkYTAtMjhmZC00MjU2LTgzZmYtMzVjZGIwNTQ5OTdjXkEyXkFqcGdeQXVyNjQxODA2ODA@._V1_.jpg
406,tt0392818,2/16/2018,2/16/2018,"Born out of a Christmas ornaments-filled heaven, Turkish Superman fights the mob in order to save the day!",Süpermen Dönüyor,https://www.imdb.com/title/tt0392818/,movie,3.6,67,1979,"Adventure, Fantasy, Sci-Fi",663,12/31/1979,Kunt Tulgar,https://m.media-amazon.com/images/M/MV5BMGIyOTE2OGUtM2IzMi00YzlhLTgzOTctZWY3YmY4ODMwYjM4XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_.jpg
407,tt0077429,2/16/2018,2/16/2018,A dog that is a minion of Satan terrorizes a suburban family.,Devil Dog: The Hound of Hell,https://www.imdb.com/title/tt0077429/,tvMovie,5.2,95,1978,"Horror, Thriller",1359,10/31/1978,Curtis Harrington,https://m.media-amazon.com/images/M/MV5BMTk5NDI0NjM5Ml5BMl5BanBnXkFtZTcwMzA5MTgzMQ@@._V1_.jpg
408,tt3334418,2/19/2018,2/19/2018,"Vampires have just made themselves public. Now a group of documentarians have been granted access to learn how they live and coexist with humans. But as reality sets in, the crew realize their very lives are in danger.",Living Among Us,https://www.imdb.com/title/tt3334418/,movie,5.3,87,2018,"Comedy, Fantasy, Horror, Sci-Fi, Thriller",2840,2/2/2018,Brian A. Metcalf,https://m.media-amazon.com/images/M/MV5BNGU3YzE1OTUtNWI5NC00NjMyLThjNGItZWNlMmZjNDQzYTNkXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_.jpg
409,tt0078916,2/20/2018,2/20/2018,"A disturbed young taxidermist exhumes his recently deceased girlfriend, brings her body to his family villa and proceeds to embalm her corpse, with help from his strange housekeeper. But his bouts of insanity are just beginning.",Buio Omega,https://www.imdb.com/title/tt0078916/,movie,6.2,94,1979,Horror,5340,11/15/1979,Joe D'Amato,https://m.media-amazon.com/images/M/MV5BMTc2ZjU3N2MtYWEwOS00ZWQ2LTk2ZjMtYWVlNWE4NDVmOGJjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
